[239554898, 102907710, 132452821]
[112655291, 19209424, 208223836, 174956768, 236624390, 45224236]
[205226715, 161852671, 153828978, 10844735, 75121201, 15368466]
[80810737, 60516862, 185720481, 143117713, 153858523, 43774344]
[106335033, 130372207, 30533253, 81286519, 118646158, 77981930]
[188932858, 115146698, 241612689, 10876463, 241841712, 197278691]
[20195691, 76067494, 114991732, 206735211, 231887379, 171433935]
[205972194, 86177255, 137657541, 146101519, 98410827, 164280]
[82212583, 193617759, 234025706, 196862795, 8436367, 66950703]
[213112826, 25516838, 152287638, 224047741, 126628879, 132732431]
[188932858, 200934080, 97777798, 169801301, 164186099, 198332826]
[239393237, 164714934, 246715145, 218000020, 199364600, 156486153]
[239393237, 164714934, 246715145, 218000020, 199364600, 193328772]
[169492383, 134805362, 104463455, 61755331, 66674404, 202015519]
[188932858, 115146698, 234256803, 247032219, 59768664, 54752747]
[197930535, 234635560, 135700399, 74886964, 77290044, 170865028]
[208230092, 214761888, 193867375, 85227644, 238283386, 98575776]
[18782487, 180228062, 32306155, 8891987, 156471202, 68766933]
[59717361, 134711651, 144501605, 70817476, 170173392, 40647103]
[240973929, 83097505, 20780799, 235045094, 186224175, 30152393]
[121975721, 42062284, 75194355, 13024942, 219637050, 225066113]
[205972194, 61946850, 217597649, 241053092, 149883919, 82732680]
[211804832, 138574305, 94342188, 23325149, 239267654, 123812024]
[169313277, 113857410, 166293217, 24716354, 21977717, 141757920]
[112655291, 19209424, 78637201, 3582407, 3968327, 153564532]
[211804832, 138574305, 242838564, 188030565, 231957224, 171435808]
[169367494, 62025314, 17623635, 179294472, 217840414, 54532879]
[22619776, 15424767, 102941135, 61285663, 96312587, 181807437]
[106261171, 44990710, 84180592, 123440078, 138510609, 159390731]
[213112826, 25516838, 8960197, 80019682, 108974184, 238793631]
[10106479, 48368057, 101287106, 74392634, 82056623, 55587281]
[112655291, 19209424, 201033010, 27220, 116536587, 132652134]
[76832338, 137469819, 68844311, 205714096, 105005002, 222273104]
[141361673, 162202163, 126094098, 199663624, 231855377, 14188210]
[245186357, 179224212, 67875021, 188951933, 248882419, 173029655]
[108906837, 199773189, 190953520, 234574556, 44085690, 76957065]
[128396256, 156921189, 237060631, 191130671, 154624531, 56079660]
[205226715, 161852671, 133516433, 129939351, 208152556, 78815679]
[121690776, 115201947, 67731008, 121337576, 183825714, 180024373]
[60417925, 159601639, 127365411, 16765796, 110085045, 151298419]
[213112826, 25516838, 152287638, 51081692, 208711471, 233060846]
[147630629, 151334426, 141540138, 91820145, 117636343, 22916107]
[185021265, 120449815, 33146577, 203946957, 87519768, 164324799]
[231488027, 32101784, 95034900, 50625588, 202706349, 238879684]
[25001273, 6626874, 1693836, 48316972, 11977647, 111945127]
[166462820, 132071187, 145040923, 90490701, 117206163, 207755387]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603]
[141361673, 162202163, 126094098, 199663624, 231855377, 195728198]
[140347209, 25798347, 64306031, 122192794, 143446585, 84654967]
[49431804, 246457812, 167348819, 162863396, 41380620, 84501753]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830]
[210253789, 186269903, 135252581, 53641965, 141041636, 230938606]
[139255779, 117323211, 186374400, 7935869, 207928118, 205741508]
[213112826, 25516838, 152287638, 51081692, 208711471, 1648887]
[28939697, 83720688, 206122823, 229232565, 190821053, 87682261]
[108906837, 199773189, 190953520, 63193029, 88602948, 105434686]
[167539219, 192052900, 155852712, 6691973, 11106508, 179534136]
[188932858, 115146698, 234256803, 182262024, 203843786, 178112054]
[119048721, 189256057, 153933443, 137317665, 111636474, 25313223]
[18782487, 180228062, 32306155, 8891987, 87326904, 8202623]
[240973929, 83097505, 160378007, 159329744, 42820840, 159858092]
[245186357, 104175749, 170891995, 212154307, 241205060, 104720484]
[204923669, 55371512, 158920153, 39928306, 90213469, 204285774]
[188932858, 115146698, 234256803, 182262024, 72672066, 5476582]
[245186357, 33815929, 81317813, 149728072, 110885945, 66745182]
