[139407978, 206633498, 21411166, 153971412, 14453219, 109762470, 33459397]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 47033771, 113963533, 12771709]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 58611580, 174704100]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 201011640, 110878933]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 74567286, 202078619]
[204318514, 96260484, 124198569, 82290644, 146804374, 45330786, 224123835, 77393655, 168306792]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 188570605, 34603281, 162429541]
[139407978, 206633498, 21411166, 124608406, 87960142, 35833086, 71280299, 42172940]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871, 131947429]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 47938141, 114341120, 157738482]
[10106479, 48368057, 101287106, 26137914, 30730800, 218454563, 96327479, 150176962, 222660513]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 100776572, 45417940, 184713850]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871, 6300396]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 100776572, 167842330, 166002818]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437, 104779812, 144825428]
[121690776, 115201947, 136745825, 178417372, 97627083, 63008345, 11065761, 171093177, 30900857]
[204923669, 55371512, 158920153, 236699111, 117965505, 43533150, 240963946, 196232334, 220641221]
[213112826, 25516838, 152287638, 114775498, 49141311, 136289887, 91659920, 165233418, 15927]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 74567286, 222880459]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 24067438, 130872263]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 111493657, 212690442, 71624456]
[104573498, 192955018, 133710613, 172965008, 169947045, 123941485, 241387583, 238724637, 111871146]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 24067438, 162784019]
[205972194, 86177255, 137657541, 216106120, 155227982, 57938589, 202002588, 78261146, 170218197]
[211316160, 37095821, 218824995, 2668282, 69308388, 7611215, 94356122, 106484154, 190671670]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 200110544, 48319909, 138262145]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 16080446, 219879657]
[211316160, 37095821, 218824995, 2668282, 69308388, 7611215, 230270253, 200804843, 158093719]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437, 227354955, 106793811]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 111493657, 212690442, 31362483]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 64747241, 223087299, 114166733]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 73131348, 81829076, 100068285]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 55762073, 228110018, 133828131]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 124288747, 12178467, 166376151]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 219262589, 47407452]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 102020750, 245580786]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 117990296]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 70368444, 5119394, 229370637]
[205972194, 86177255, 137657541, 39857290, 242604136, 23254141, 2669360, 174124019, 197877502]
[76710225, 167739046, 165438592, 117465674, 153838766, 49138160, 152054832, 12303454, 229599363]
[188932858, 200934080, 97777798, 41131871, 177611026, 170615717, 80287989, 86883847, 86235839]
[121690776, 115201947, 136745825, 178417372, 175589778, 225969016, 108868664, 100099667, 222634644]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 175338924, 89423951]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 229121187, 199516523, 206218243]
[188932858, 200934080, 97777798, 41131871, 177611026, 170615717, 80287989, 21170640, 86476587]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 213714104, 174580304]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 50983616, 1575985]
[211510271, 200640855, 93455200, 97370272, 140706900, 37659594, 143885862, 38230859, 144805320]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 3999665, 62522771, 213342576]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 239044916, 173555361, 188098253]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 711472, 209135121, 188127045]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 5434914, 172837622, 34101403]
[213112826, 25516838, 8960197, 80019682, 200191357, 190700871, 135354013, 17276854, 27497367]
[245186357, 104175749, 170891995, 212154307, 241205060, 104720484, 226653124, 224637245, 220540862]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 150055429, 139465776]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 195360006, 206841180, 170155729]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 64747241, 175591939, 57335018]
[141361673, 162202163, 65247730, 57642163, 92658966, 203579434, 11108974, 10994948, 106578100]
[245186357, 51214878, 85245345, 25727633, 248054215, 61536409, 231099322, 77554970, 158224721]
[205226715, 161852671, 133516433, 129939351, 208152556, 78815679, 144812260, 99675843, 230670890]
[141361673, 162202163, 65247730, 57642163, 16303502, 159451693, 8816569, 211782175, 196044972]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 120566545, 193594694]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 175338924, 9086470]
[28939697, 123364048, 231894319, 163193455, 5948702, 240481288, 229831928, 18331143, 23422130]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 87533445, 45340708, 33737261]
[82212583, 193617759, 234025706, 196862795, 8436367, 9518221, 223799682, 95641536, 158540139]
[28939697, 83720688, 206122823, 229232565, 190821053, 123352247, 211311800, 220172117, 170027306]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 222696948, 220161443, 198735522]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 91394014, 173379820, 152149695]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 46593768, 53213570, 199735210]
[112655291, 19209424, 128847631, 39081452, 6726870, 216748752, 80786264, 24587528, 38825485]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 24067438, 248715281]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 247006775, 32073033]
[139407978, 206633498, 21411166, 124608406, 91539049, 39755596, 61185015, 124576481]
[24231581, 15527440, 39151893, 166928330, 66665573, 225113941, 9490268, 100023690, 222084891]
[139407978, 92142634, 167501510, 243494623, 150667653, 182747962, 223775285, 201648932, 150904458]
[213112826, 25516838, 152287638, 224047741, 246519967, 225391265, 242039224, 161827383, 109883353]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 217174569, 117536569]
[245186357, 33815929, 103613504, 216015871, 122861351, 235904624, 203746965, 22326671, 234537051]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 74927640]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 230827673, 232808049]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 222696948, 110786112, 161622522]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 229178962, 62831535, 113680687]
[141361673, 190697245, 163142798, 67212929, 188214014, 125664087, 51264785, 163142708, 54700013]
[205972194, 86177255, 137657541, 216106120, 120372757, 139542613, 234459856, 200819481, 54144565]
[121690776, 115201947, 136745825, 178417372, 97627083, 63008345, 11065761, 171093177, 162279573]
[121690776, 115201947, 67731008, 121337576, 223274438, 183726923, 25320061, 156975215, 198952966]
[213112826, 25516838, 152287638, 51081692, 208711471, 1648887, 101765623, 247578697, 100001522]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 32769569, 219863326]
[22619776, 15424767, 102941135, 61285663, 96312587, 181807437, 126732531, 220742441, 215544717]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 193157004, 128030916, 104397335]
[82212583, 193617759, 234025706, 191404075, 129081823, 51682619, 91905333, 164436280, 42346305]
[106261171, 44990710, 84180592, 220734106, 113510156, 161134324, 2526393, 10790489, 113814783]
[245186357, 179224212, 67875021, 188951933, 2108929, 34376195, 196683164, 109948054, 230079658]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 229121187, 199516523, 76902571]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 7582571, 54748433, 17866423]
[204318514, 96260484, 124198569, 82290644, 146804374, 45330786, 231514379, 240795361, 18569861]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 469009, 173795057, 36838292]
[148907630, 143141347, 51124938, 61812059, 158106868, 224098540, 233228706, 19953357, 239693843]
[82212583, 193617759, 234025706, 196862795, 8436367, 9518221, 175779267, 42693559, 124579819]
[28939697, 123364048, 185338091, 38631798, 189340920, 113904821, 217012525, 122842535, 188205627]
[121975721, 42062284, 19586029, 62150434, 204748696, 36212687, 82941822, 126275716, 247999991]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 5434914, 172837622, 14992702]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 71641594, 30573734]
