[139407978]
[162470103, 53957266]
[139252980, 12763760]
[132487088, 225867769]
[206384403, 15402805]
[159853068, 184620742]
[152760441, 56448963]
[6259468, 72083853]
[231317122, 140582244]
[86545110, 103700460]
[117155021, 189472798]
[20195691, 224302274]
[204923669, 76676678]
[80810737, 134513705]
[174700147, 189155795]
[199976190, 158831423]
[187017319, 5138045]
[108906837, 14162704]
[133927193, 78919299]
[155906635, 82045394]
[125302975, 222147558]
[226983334, 91905762]
[147426456, 60158399]
[235553310, 148358946]
[248707904, 56671592]
[214018668, 167145327]
[8680470, 164004527]
[44567748, 23731192]
[22619776, 59776066]
[104573498, 111113106]
[19981799, 205991933]
[24411239, 237852626]
[79009743, 111302391]
[86133478, 113009424]
[146595498, 11741890]
[181740795, 4965784]
[232851278, 186183383]
[163563529, 211428242]
[202244418, 106781773]
[220516538, 30133268]
[98089352, 23528517]
[82879911, 96897406]
[18782487, 86731269]
[226009644, 5957426]
[93068471, 125313685]
[228555803, 162268372]
[27329134, 181533337]
[31576180, 247711505]
[243437450, 24427476]
[205671395, 245762622]
[182613668, 97481958]
[213697097, 46466634]
[200983886, 78098455]
[12441230, 151065233]
[175547192, 128792701]
[213112826, 163838369]
[24846365, 15826856]
[84454561, 16959820]
[134155033, 134464658]
[157367104, 67373359]
[123668162, 116232405]
[54986510, 243815304]
[21720706, 4632880]
[118692768, 228381715]
[244573357, 195405920]
[137432329, 18193916]
[67798642, 220275070]
[201480630, 29301597]
[222096911, 46962050]
[239977138, 26302545]
[142226059, 246275020]
[104650236, 105190348]
[167539219, 203329857]
[42779529, 167361687]
[223600769, 149384913]
[46582468, 206827777]
[217486413, 112173999]
[142297173, 96007443]
[137475202, 90895152]
[176832117, 16177437]
[207110036, 53831872]
[125542702, 94052250]
[203800782, 44576537]
[218922006, 129710967]
[139252980, 183110611]
[66409463, 65130633]
[118515743, 76300057]
[58430490, 222651614]
[31576180, 123639328]
[20649053, 38514294]
[162216049, 94355207]
[83435517, 28100489]
[241264194, 126482748]
[204720323, 156517419]
[228917181, 123557182]
[125211972, 207858876]
[11727288, 73651954]
[124671066, 74133300]
[26288473, 72403521]
[149858644, 59454347]
[214976764, 22596037]
[169410410, 205184647]
[152865647, 91268444]
[163274980, 242041532]
[11727288, 11510260]
[204356068, 153123370]
[10106479, 214537970]
[95303520, 164909753]
[93468611, 234527518]
[21346326, 163980900]
[41685123, 92593898]
[147805946, 82011458]
[7000320, 222701806]
[239393237, 158337193]
[196943125, 143278994]
[29542260, 151803835]
[14420649, 225865229]
[206398841, 125443677]
[119186938, 67370736]
[184530502, 229170280]
[109757230, 138009821]
[177886137, 84509710]
[244348276, 204221241]
[25001273, 32888765]
[66409463, 193946821]
[231888607, 147466]
[40473947, 34131777]
[188972625, 98095232]
[26288473, 184351564]
[223059348, 207097876]
[185632377, 82464824]
[163813705, 243210101]
[83222023, 164232223]
[11002910, 201810938]
[221589199, 185373223]
[4525405, 228627742]
[213697097, 6453557]
[60538674, 181529356]
[233794466, 42342075]
[106261171, 124313093]
[155775035, 42331552]
[183282149, 82183853]
[25371327, 65124026]
[80803338, 147653999]
[119186938, 87486236]
[55041008, 28655663]
[5297002, 24877850]
[155939427, 132760348]
[10106479, 99839777]
[115917063, 17713948]
[164660360, 136550976]
[106335033, 88232927]
[47818127, 104610667]
[196525588, 76486443]
[86090961, 198884680]
[66050023, 164920532]
[74256662, 245972605]
[47498947, 5924495]
[167355494, 215525305]
[115536302, 237197837]
[140871145, 22025123]
[115536302, 240832395]
[28779114, 224075061]
[216981125, 88851493]
[104573498, 92105942]
[90043963, 157238195]
[232713621, 155702249]
[244348276, 212078615]
[224589236, 111204067]
[245084721, 203726383]
[50332010, 235653470]
[215795196, 218166036]
[241860294, 149690572]
[215974538, 174024413]
[146595498, 232474868]
[180629292, 134738234]
[165168983, 84750676]
[162470103, 42660117]
[84726909, 183714494]
[103795362, 225262528]
[171960689, 108905230]
[126015619, 20739981]
[146418165, 237014411]
[8463741, 119447713]
[19161165, 79144175]
[241860294, 25746349]
[73351518, 83772081]
[94292843, 41894267]
[247488932, 191702090]
[101434770, 10787410]
[210878121, 176767280]
[174744479, 44352350]
[86545110, 131000851]
[96877221, 200412752]
[40473947, 25415515]
[114104208, 42809156]
[161098698, 245471213]
[180035263, 161493176]
[109083282, 40997985]
[160482675, 47520615]
[231317122, 47893049]
[76295390, 154832590]
[168481628, 12459675]
[241860294, 53569209]
[22390670, 143199601]
[124671066, 59794064]
[239554898, 51802141]
[196091150, 210204480]
[126416466, 137032186]
[243854923, 233332064]
[152865647, 217823748]
[137346633, 133365391]
[147630629, 153817870]
[214466091, 35650223]
[78478175, 1428347]
[233846935, 140759218]
[176251273, 207909645]
[144067707, 38442694]
[243905995, 15618802]
[101350720, 35949876]
[55041008, 116673694]
[25001273, 139517793]
[5297002, 135887881]
[104573498, 129176214]
[175547192, 28673295]
[76244155, 45928701]
[49089527, 219922106]
[114104208, 94517890]
[140347209, 207181983]
[193452707, 197898146]
[5297002, 226880624]
[123953309, 81896323]
[163975216, 35045199]
[205540848, 172704896]
[115917063, 135707744]
[187454949, 43512713]
[25353857, 30232105]
[30841801, 55639911]
[164178868, 33556707]
[155939215, 233213757]
[119279335, 69089396]
[78660930, 133654970]
[84732876, 213192352]
[159080285, 126461137]
[191068240, 44366140]
[225809544, 171985874]
[16408393, 84481611]
[210878121, 220659125]
[155770077, 177003060]
[210878121, 132704858]
[81340269, 52183867]
[233481409, 130159005]
[111251967, 37751688]
[28973767, 202963961]
[171020802, 133644534]
[122880627, 199950758]
[161004947, 160668800]
[244452499, 114469639]
[114757728, 14622797]
[178521772, 109154031]
[116105893, 150806509]
[41685123, 11835954]
[149835576, 222212863]
[71410418, 121281450]
[96017771, 127599574]
[170206712, 234295139]
[18523200, 105969382]
[215920108, 238657055]
[80765703, 12663464]
[101350720, 245193066]
[218906236, 40642984]
[40877669, 129689365]
[160895831, 196837018]
[98054427, 151591325]
[119279335, 215025906]
[139255779, 227786823]
[85998254, 111199151]
[27929889, 30896921]
[221589199, 44658887]
[35552242, 237468778]
[113588501, 208907161]
[49441491, 126912441]
[211165682, 215932322]
[201472964, 215436209]
[133675659, 146165697]
[66929354, 2723887]
[201709538, 204446415]
[200989659, 47169874]
[127924797, 21629273]
[208658950, 220815477]
[42779529, 94357672]
[7862746, 31298516]
[224589236, 233656511]
[23191613, 100265567]
[224953404, 141072981]
[213697097, 244142915]
[64181183, 163391619]
[16205631, 120774810]
[184064506, 129821187]
[240306714, 62823389]
[117697947, 25633396]
[173552826, 37085796]
[92320387, 224736891]
[203185780, 45160465]
[147710489, 129096604]
[47074435, 235064768]
[196525588, 202040892]
[242767556, 120968614]
[48010339, 121100203]
[66121347, 88830023]
[634146, 156993957]
[236766862, 205733578]
[27929889, 82163150]
[184794556, 210556678]
[187016450, 98595605]
[71871323, 11768598]
[245186357, 179224212]
[48016099, 150899673]
[24623812, 151841575]
[46582468, 232441950]
[24049508, 136829490]
[92642016, 206871972]
[215920108, 200457287]
[187361323, 197113146]
[220238844, 91744773]
[81758793, 84760088]
[213662353, 193465408]
[155775035, 15709508]
[20975483, 213573905]
[211804832, 131182141]
[106261171, 128685207]
[142350490, 134695666]
[193102975, 24122039]
[10971906, 130605744]
[221589199, 128454283]
[12733949, 60091625]
[82212583, 28391532]
[67097246, 130182617]
[21845873, 148975714]
[29291022, 26182693]
[147518822, 145523365]
[156306254, 165381185]
[12912943, 175345124]
[97733179, 46763525]
[201709538, 172974701]
[209087761, 230391809]
[180627967, 115606547]
[61787960, 158483390]
[70720245, 132627885]
[181740795, 173976456]
[207748525, 139965822]
[173937939, 157791505]
[25981022, 119925755]
[193102975, 178021311]
[218542507, 184003429]
[226217046, 126655102]
[109083282, 16633238]
[207795960, 195048089]
[239679406, 42788401]
[223284325, 128893907]
[213967288, 10478126]
[172624383, 46049580]
[86545110, 223635490]
[176832117, 205367918]
[123585542, 211657286]
[185575805, 48018958]
[176832117, 21804265]
[185689250, 95308219]
[138303920, 233873965]
[117422950, 124364718]
[62464879, 139642068]
[54880209, 128512796]
[164878588, 15521269]
[184378053, 15241560]
[19078720, 232610690]
[123465332, 142872622]
[202932586, 180880044]
[147630629, 59590209]
[94480132, 224496024]
[113075252, 83348452]
[220238844, 173601634]
[65318137, 111371179]
[98131471, 116336483]
[187452767, 242712205]
[184393139, 10973223]
[218431830, 202294526]
[90480851, 90748674]
[230911772, 236055048]
[215825388, 57522620]
[162374829, 40832358]
[196091150, 219794308]
[176878569, 52857815]
[5517175, 77988629]
[147006331, 137570935]
[21346326, 6260471]
[49146006, 232544777]
[18886745, 77645596]
[46100675, 222867026]
[147518822, 235432409]
[243335563, 55685049]
[60290327, 187049375]
[123288860, 8401049]
[37002698, 43571552]
[184794556, 193151078]
[123288860, 93305486]
[151076444, 49509681]
[244685404, 214510638]
[133122770, 110032371]
[149022243, 66359840]
[177119877, 2276120]
[13109669, 183281256]
[116575915, 186837922]
[14420649, 141838287]
[140871145, 5270706]
[47074435, 240010871]
[169744084, 114388475]
[212693721, 213879284]
[89417505, 172195248]
[172209573, 13524490]
[174915493, 151627699]
[228705482, 152868009]
[211725820, 77295437]
[220463203, 64559263]
[61385347, 123732400]
[169410410, 145807491]
[104933563, 24343301]
[243335563, 92635762]
[37099163, 168757601]
[203783795, 116533460]
[172727735, 138825234]
[117446671, 234786536]
[185689250, 229926954]
[161888310, 58758745]
[225094215, 211959496]
[76295390, 189034421]
[179513577, 140733537]
[166720794, 133996207]
[55808678, 194561510]
[38248336, 15525726]
[210739522, 237045552]
[233262282, 231812234]
[8912603, 94169358]
[133675659, 107009531]
[45738422, 99255951]
[137432329, 56358443]
[1954077, 128215293]
[207110036, 66147495]
[26308208, 40209065]
[94089714, 140749387]
[36407469, 149894005]
[27561845, 32173391]
[163975216, 17686285]
[187454949, 62836397]
[201709538, 220450865]
[38248336, 140691598]
[247488932, 165199951]
[133927193, 105518260]
[183340201, 189313754]
[185689250, 29322618]
[136301248, 129895494]
[214976764, 192509437]
[246969109, 190382624]
[26308208, 46926080]
[228917181, 91412296]
[4546972, 181004860]
[69820126, 173357743]
[178521772, 19611710]
[229220518, 39056955]
[210960578, 109094824]
[239652258, 225823308]
[194596173, 135963547]
[45540062, 163738403]
[239679406, 159439735]
[25114906, 150078108]
[65318137, 91231586]
[52426013, 145770807]
[10106479, 51964725]
[125297590, 219208663]
[94480132, 35095931]
[116848390, 128095690]
[21720706, 145548288]
[117446671, 119428986]
[6680585, 240515609]
[169831667, 79948606]
[25114906, 98013438]
[197020098, 86273234]
[12912943, 80760569]
[244573357, 247265269]
[18886745, 84886093]
[96578724, 13602607]
[119186938, 225079811]
[226983334, 40090181]
[85450080, 99931645]
[174915493, 116252070]
[132701144, 238367101]
[91801170, 212178148]
[108557597, 202028076]
[133675659, 201252238]
[192721174, 150171720]
[116313481, 65756171]
[106335033, 211418663]
[85409551, 225352459]
[95299563, 176320675]
[118348159, 96142024]
[95458439, 242851341]
[8685447, 234393374]
[101434770, 138188645]
[98142716, 111179850]
[43279741, 86407373]
[147805946, 123986838]
[167539219, 128075853]
[206128733, 70209686]
[118590075, 197471596]
[45460835, 202473822]
[134509180, 152908241]
[83435517, 160810926]
[188932858, 5838940]
[84726909, 153580912]
[162470103, 193315173]
[98131471, 86386402]
[127384656, 216944794]
[85279524, 136537575]
[238056962, 49249177]
[181938804, 42064276]
[103795362, 159704805]
[247902797, 247208487]
[54880209, 8534045]
[239977138, 90127176]
[6586212, 127520865]
[94089714, 131857411]
[169313277, 113857410]
[148636840, 209046246]
[24231581, 231409653]
[84732876, 229889095]
[149263166, 138127256]
[136727690, 121954494]
[196943125, 176818329]
[60290327, 198465013]
[36907772, 103891768]
[155770077, 125273507]
[239679406, 224062054]
[228917181, 1855339]
[84520636, 182953956]
[207795960, 241247859]
[18063527, 137336630]
[169313277, 92741134]
[105427944, 21865950]
[71640451, 142221038]
[144198019, 205904429]
[95458439, 211444651]
[117446671, 230314576]
[761448, 201894277]
[11002910, 109971696]
[20975483, 49916543]
[184475122, 110526814]
[201472964, 76649847]
[16909156, 169947568]
[95299563, 190999219]
[93206151, 95677450]
[154517430, 14488437]
[90043963, 150300186]
[133082889, 140333780]
[84805175, 154034254]
[81340269, 164173691]
[112086808, 39921396]
[169410410, 85801691]
[113588501, 150903877]
[181296040, 43675378]
[26249099, 220623973]
[102428331, 177733082]
[134509180, 131626263]
[63758953, 226713449]
[247084493, 69462031]
[176878569, 34891544]
[187452767, 105065033]
[142682117, 158401632]
[247902797, 125659432]
[182924699, 27205507]
[61057997, 72125171]
[229220518, 24114269]
[115889120, 31020238]
[93468611, 82263800]
[175547192, 36313437]
[64151556, 161405250]
[115861999, 198334775]
[67798642, 110533589]
[104650236, 130000997]
[117446671, 228300849]
[147006331, 69917910]
[73389750, 148696597]
[195825621, 83420295]
[236008120, 55029765]
[169168416, 86143208]
[173468175, 154297014]
[168520659, 227480005]
[124206638, 244522089]
[123238945, 211661451]
[206398841, 148375228]
[101434770, 87765097]
[239010326, 113269128]
[223579499, 81337155]
[123585542, 220650800]
[86545110, 12450627]
[212693721, 18982136]
[49020083, 22266102]
[148907630, 225331237]
[112086808, 202054672]
[24995145, 148233417]
[172696320, 143474591]
[166720794, 52324074]
[231317122, 159770481]
[40877669, 57425181]
[196999960, 237625879]
[202934950, 97398191]
[25371327, 135173215]
[207795960, 104228228]
[139407978, 92142634]
[247084493, 69668172]
[184530502, 36274857]
[37099163, 174337764]
[109083282, 112470743]
[51132729, 147753146]
[128396256, 77600076]
[98054427, 864864]
[634146, 213037125]
[51865889, 214442409]
[115536302, 69304682]
[63174497, 3771194]
[172115898, 204932939]
[147518822, 164555619]
[61057997, 176364498]
[4525405, 220710336]
[147710489, 82375552]
[246934854, 198584233]
[12733949, 144136037]
[244685538, 148369074]
[155906635, 180949973]
[47818127, 100165004]
[124206638, 222616262]
[142726518, 13009925]
[8312140, 113196106]
[123585542, 150509471]
[139669204, 59857076]
[215974538, 183247139]
[170206712, 184643432]
[60417925, 70729437]
[137432329, 10587941]
[63987693, 210098497]
[225534006, 183980450]
[108304558, 119890596]
[169717436, 38933966]
[37099163, 206721842]
[22619776, 15424767]
[169744084, 194877969]
[74573399, 25187309]
[185575805, 50854193]
[125742946, 13189513]
[146903010, 25126]
[53682067, 78102980]
[239554898, 105465088]
[137432329, 89404146]
[247084493, 89803450]
[101069709, 201185700]
[27561845, 5767681]
[201472964, 164000329]
