[239554898, 102907710, 132452821]
[185021265, 120449815, 33146577, 203946957, 179649034]
[155906635, 180949973, 155674107, 99450467, 243165199]
[233481409, 223580591, 238456769, 130830529, 3039091]
[13886713, 59039261, 150932566, 204581916, 244827884]
[12733949, 207216632, 16485771, 142609348, 205692444]
[148907630, 26611378, 223997019, 240216130, 160924883]
[121975721, 14824860, 80600832, 160653964, 71506312]
[222119453, 85409032, 82869299, 75997975, 230006722]
[151970870, 105653424, 194192038, 141529161, 187664124]
[124206638, 48607635, 205159272, 157219285, 132191049]
[139407978, 28655380, 221952859, 128925738, 202960765]
[28939697, 83720688, 206122823, 229232565, 241831341]
[190568229, 125161204, 110226349, 154195157, 127518904]
[19078720, 176587752, 111680255, 160033123, 81247173]
[184452350, 117534910, 85483031, 226603022, 55297169]
[182135464, 23511708, 248872086, 83844666, 44955286]
[231488027, 32101784, 95034900, 73109929, 168160575]
[63174497, 133172007, 24939800, 84590400, 62684739]
[211316160, 37095821, 218824995, 161132275, 103967584]
[10106479, 48368057, 101287106, 74392634, 120305830]
[49986552, 151382489, 101485566, 233878919, 222351125]
[197930535, 234635560, 135700399, 208435667, 119259177]
[245186357, 179224212, 67875021, 45343655, 151348313]
[218542507, 27686776, 57877320, 136539700, 121252202]
[220047070, 171574254, 218849336, 6211012, 10387854]
[242767556, 223313203, 181976474, 94981011, 104268773]
[115917063, 113950444, 190849006, 82234406, 100834148]
[72760936, 3767875, 225562151, 33338587, 193176635]
[245186357, 104175749, 161846456, 108563380, 101910749]
[181938804, 60690532, 76340025, 205382481, 196393378]
[239393237, 164714934, 246715145, 218000020, 199364600]
[60417925, 238812475, 151843815, 161151574, 223213035]
[197930535, 234635560, 135700399, 74886964, 189434780]
[106261171, 126184161, 158442460, 180601516, 104758986]
[139407978, 13422933, 168235173, 198129535, 39394416]
[202934950, 176470526, 50794561, 34325429, 31899761]
[245186357, 33815929, 103613504, 131702159, 69786639]
[211316160, 37095821, 218824995, 161132275, 163058846]
[234718713, 240378660, 90348032, 210526919, 105879504]
[72760936, 139060137, 35863467, 29817284, 89374179]
[22619776, 75911925, 86276441, 108344577, 46757708]
[169313277, 9510243, 54726766, 152388114, 49294862]
[76710225, 167739046, 165438592, 16815147, 35774738]
[174915493, 10216631, 201309610, 189355295, 74464978]
[154551859, 132819502, 6276547, 122802229, 182700838]
[181938804, 60690532, 208005699, 241241750, 31067234]
[49431804, 246457812, 177362205, 106440898, 229441566]
[181938804, 60690532, 76340025, 79775124, 209565289]
[177119877, 214819640, 209692584, 193307756, 31961212]
[84732876, 241789311, 246663332, 143348199, 248890158]
[124206638, 48607635, 217207024, 179304578, 88397682]
[205407009, 243689949, 194850606, 108538701, 108990730]
[108906837, 199773189, 190953520, 64678757, 185738282]
[115889120, 41666144, 248898062, 174370795, 134286904]
[20195691, 76067494, 114991732, 192744576, 99757868]
[121690776, 115201947, 225562333, 155311610, 66177345]
[239554898, 102907710, 132452821, 204402065]
[83435517, 31853407, 117969850, 202804834, 113749660]
[121975721, 42062284, 19586029, 62150434, 154236242]
[72760936, 12731821, 222657192, 103913459, 14013857]
[96343362, 100486110, 213236602, 24901115, 78767254]
[241718137, 240234294, 110201244, 189428371, 62306259]
[173377106, 227979404, 182624742, 133017748, 226680507]
[28779114, 129128005, 90017851, 223345129, 187777345]
[10106479, 190143267, 242876210, 227693737, 228141894]
[121773903, 154727771, 215699634, 129378344, 33311848]
[181938804, 163199325, 7112223, 143654991, 116611232]
[245186357, 33815929, 81317813, 25473221, 106884290]
[60417925, 238812475, 151843815, 182347594, 194544903]
[205972194, 61946850, 32802042, 40292082, 112093978]
[205226715, 161852671, 153828978, 13352324, 129856204]
[139255779, 117323211, 86191772, 75266315, 40127837]
[76710225, 167739046, 165438592, 36143297, 218498977]
[74869342, 30527162, 33520167, 193848877, 43904951]
[169717436, 214896517, 160185875, 218150587, 33403614]
[233262282, 231812234, 70075742, 146347049, 69813225]
[141361673, 162202163, 126094098, 3400892, 112815421]
[184452350, 76673988, 118948775, 218840647, 185890144]
[195122300, 8092110, 93657706, 99431903, 106994832]
[197930535, 234635560, 135700399, 208435667, 4115680]
[74329510, 124765354, 216119651, 120037485, 185297758]
[204923669, 50635880, 156536157, 126285967, 70937412]
[82212583, 193617759, 234025706, 144777508, 83398976]
[169717436, 96660292, 58452162, 157611131, 97636457]
[169367494, 62025314, 17623635, 73212051, 218270926]
[112655291, 19209424, 201033010, 27220, 116750838]
[141361673, 190697245, 163142798, 67212929, 21904164]
[174915493, 120643602, 47576843, 13479862, 35344683]
[168481628, 26849880, 38726798, 183450867, 23182007]
[174915493, 10216631, 201309610, 189355295, 187932459]
[112655291, 19209424, 208223836, 174956768, 206711788]
[24846365, 15826856, 161286231, 41500608, 107041682]
[141361673, 190697245, 163142798, 3143718, 41773129]
[210253789, 186269903, 83963274, 240739545, 208838439]
[60290327, 198465013, 2305365, 180801625, 139525976]
[168408190, 86291210, 166695298, 241754139, 162927858]
[177119877, 208669082, 88419402, 121483800, 234389508]
