[139255779, 117323211, 86191772, 224651056, 132371457, 206053611, 134787231, 104178506, 139898544, 65700594, 195676930, 6060804, 194721815]
[108906837, 199773189, 71402764, 29015971, 82406962, 227606238, 134560117, 76594159, 202767560, 196513856, 181690222, 208205942, 163663842, 13133486]
[204318514, 96260484, 124198569, 210335078, 110994899, 140183186, 228894695, 156400005, 113553103, 122879470, 134984963, 1258870, 67387284, 104515883]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 124288747, 216923747, 33678361, 225152752, 72727550, 175575188, 32467479, 7653850]
[239554898, 102907710, 132452821, 124460660, 126077318, 58415226, 87739953, 183416293, 16296426, 189946608, 162128042, 145969546, 125716424, 138271092]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 122650058, 164579623, 48430564, 48748280, 46060194, 29095904, 132495916]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 17440460, 194581933, 1204733, 243302551, 68852030, 107990425, 85899446]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 120566545, 223309015, 3902953, 125111636, 200102429, 1146608, 237201493]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 158137408, 185853241, 170928190, 46603042, 136657925, 110516675, 228365123, 77253921]
[245186357, 56476491, 21738255, 97185163, 70997893, 50646296, 133466523, 182111728, 228024701, 124085112, 196279306, 170251763, 186013121, 152761839]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 222696948, 110786112, 237565148, 67711242, 71203750, 157182319, 246858663, 25754521]
[121690776, 115201947, 136745825, 178417372, 107764572, 248009027, 99422354, 174602702, 189216216, 208302331, 4785879, 81619059, 6684451, 240069631]
[108906837, 199773189, 71402764, 29015971, 82406962, 227606238, 134560117, 76594159, 202767560, 196513856, 124860289, 55817080, 114073122, 96269933]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 17440460, 194581933, 160127400, 224584088, 44316173, 86937051, 22690879]
[139255779, 117323211, 86191772, 224651056, 132371457, 206053611, 134787231, 104178506, 139898544, 65700594, 67405449, 155808933, 227716683, 213085081]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 47938141, 114341120, 184322092, 192590442, 201215327, 144101218, 185948201, 29513059]
[184452350, 117534910, 85483031, 226603022, 32217485, 41591867, 137499730, 152360760, 235789420, 127626411, 177641458, 3810555, 50745630, 109475005]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871, 52542079, 210774849, 192783439, 13430700, 58759064, 178815648]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 227460341, 119663526, 90341988, 188316249, 233953909, 237043683, 51175773]
[239554898, 102907710, 132452821, 124460660, 126077318, 58415226, 87739953, 183416293, 16296426, 189946608, 46391879, 129085625, 79260236, 127814748]
[245186357, 104175749, 170891995, 212154307, 241205060, 104720484, 226653124, 224637245, 133588658, 21822976, 217348678, 13342684, 197241398, 199180357]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 188664524, 39206654, 82512575, 237278444, 212220130, 126537640, 160171245]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871, 122553906, 151640601, 76405396, 89577710, 209608668, 136837813]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 122650058, 111042125, 25273066, 23346209, 224766654, 218687783, 245628501]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 24067438, 162784019, 82458878, 66378872, 165006052, 62202538, 246638516]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 120566545, 193594694, 226020164, 206520586, 2889472, 233953755, 88336003]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 219613439, 12424445, 114992245, 162404736, 161625668, 130504161, 159086785]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 217174569, 208798388, 237548012, 108843511, 118908783, 37364086, 78220359]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 46540, 37995856, 38728603, 172354977, 236480501, 15021710, 96875469]
[82212583, 193617759, 234025706, 141485732, 2507358, 21408970, 127218044, 39564896, 41317831, 2400805, 192520761, 199720695, 126486797, 246556719]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 70368444, 5119394, 229370637, 171954869, 152369, 78972618, 210606722, 121266981]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 50167369, 8948516, 119316161, 184380531, 136458950, 117537630, 227563219]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 70368444, 5119394, 159577358, 217226537, 209692512, 199276603, 130397554, 240781951]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 227460341, 119663526, 90341988, 188316249, 233953909, 237043683, 177523645]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 17440460, 194581933, 160127400, 61079230, 15563529, 159570257, 79384769]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 120566545, 223309015, 225715715, 85047237, 231568796, 153111301, 187670059]
[76710225, 167739046, 165438592, 117465674, 153838766, 76998540, 30643800, 91554837, 136179587, 137639772, 153455953, 81982644, 179013199, 78604180]
[204318514, 96260484, 124198569, 210335078, 110994899, 140183186, 228894695, 156400005, 113553103, 122879470, 988573, 188037606, 182204300, 153403003]
[204318514, 96260484, 124198569, 210335078, 110994899, 140183186, 228894695, 156400005, 208514416, 110160815, 165562077, 127673246, 13109888, 152797546]
[82212583, 193617759, 234025706, 141485732, 2507358, 21408970, 127218044, 39564896, 41317831, 2400805, 184619282, 181227652, 212359771, 220785790]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 128900803, 113263299, 56216176, 143420217, 145724130, 200547790, 220953871, 93866814]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 222696948, 140768682, 247942235, 106262866, 171786598, 23981847, 15225224, 80555855]
[82212583, 193617759, 234025706, 141485732, 2507358, 21408970, 127218044, 39564896, 41317831, 2400805, 184619282, 199047720, 170633925, 85003127]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 158137408, 185853241, 8633032, 9517346, 88217856, 164868958, 86886162, 45585372]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 17440460, 194581933, 160127400, 61079230, 15563529, 159570257, 27275281]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 239552726, 140574248, 38028709, 119797261, 82121391, 232530141, 232596744, 216922031]
[116640107, 175919948, 230396891, 219625776, 144804450, 165707799, 74741956, 68249800, 178876322, 219267616, 165639478, 202392317, 34619748, 1956215]
[239554898, 102907710, 132452821, 243389068, 172961109, 101671279, 7693506, 225369397, 137604283, 208186866, 198134459, 141558831, 77292735, 2831352]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 57522084, 108462456, 100851516, 126171258, 167790034, 90924773, 59724757, 179884635]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 219613439, 12424445, 114992245, 212914089, 247635483, 239081963, 85681239]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 46540, 37995856, 38728603, 172354977, 236480501, 15021710, 87218146]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 50983616, 33152473, 220758440, 236585951, 6625689, 221025977, 234513249]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 224546669, 234090443, 193612980, 78380310, 152124954, 217362281, 27011736, 240845095]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 124288747, 216923747, 33678361, 225152752, 72727550, 175575188, 154115958, 237460391]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 220039575, 103003310, 217433884, 34767018, 74689068, 205316496, 64760650, 71663994]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871, 122553906, 151640601, 76405396, 138409110, 218157203, 150134889]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 32769569, 53460759, 99153214, 228880708, 154007905, 193893473, 201520729]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 122650058, 111042125, 71418709, 76170207, 225593360, 19300209, 54541003]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 217174569, 208798388, 4044615, 78539938, 181476285, 137349776, 153369817]
[106261171, 44990710, 84180592, 123440078, 138510609, 86977167, 108918444, 154227754, 78050146, 211655086, 19055938, 86163307, 148405354, 127519890]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 47938141, 114341120, 30610306, 85725445, 91442193, 85847856, 30487459, 37673620]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 166823918, 13101885, 57780158, 156086902, 128031610, 80053088, 63223218]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 234618925, 184946354, 148430955, 46090494, 21998455, 121065889, 146655401]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 158137408, 185853241, 8633032, 9517346, 44569911, 82259305, 155919859, 119366822]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 111493657, 212690442, 31362483, 150837800, 42564055, 6930148, 6204979, 183690462]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 222696948, 140768682, 247942235, 106262866, 171786598, 23981847, 15225224, 164216097]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 74567286, 202078619, 44331012, 39551869, 245272117, 39874707, 115721241]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 469009, 173795057, 211724642, 192278129, 181479074, 41029573, 247778418, 106573931]
[82212583, 193617759, 234025706, 196862795, 8436367, 9518221, 175779267, 42693559, 124579819, 10245856, 189833422, 64969634, 81813100, 109942744]
[106261171, 44990710, 84180592, 220734106, 113510156, 161134324, 2526393, 10790489, 106747767, 88429768, 200622911, 244828825, 198190589, 29994562]
[139407978, 206633498, 130022095, 143396415, 95924319, 200975836, 29631282, 111714489, 14634232, 243399725, 12480529, 24594349, 188503170]
[184452350, 117534910, 85483031, 226603022, 32217485, 41591867, 137499730, 152360760, 235789420, 127626411, 130347835, 122698813, 139822434, 187165701]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 200110544, 48319909, 138262145, 106276664, 112234262, 76112631, 152851460, 68299072]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 119939482, 42074358, 50481092, 131786123, 4678833, 243424647, 173025800, 212412628]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 219613439, 12424445, 114992245, 162404736, 161625668, 130504161, 69160926]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 120566545, 223309015, 3902953, 125111636, 175296007, 108192270, 181323832]
[213112826, 25516838, 152287638, 51081692, 208711471, 1648887, 101765623, 247578697, 100001522, 232602397, 226456513, 59985130, 151404678, 168924682]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 158137408, 185853241, 170928190, 169959800, 99011462, 166176582, 66101552, 28608708]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 58611580, 174704100, 92737481, 206416592, 123355999, 70852826, 201880756]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 102020750, 3459523, 16623465, 227356201, 124289911, 136771381, 109631035]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 175338924, 89423951, 17189275, 70415347, 168936784, 206150144, 41330749]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 227460341, 119663526, 90341988, 109510936, 59423201, 81395054, 239867319]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 70368444, 5119394, 159577358, 217226537, 54380526, 151880683, 248692650, 208518593]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 217174569, 208798388, 237548012, 108843511, 118908783, 203772734, 12033465]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 122650058, 111042125, 25273066, 23346209, 14448870, 60496648, 44490756]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 469009, 173795057, 211724642, 52817125, 56567394, 127633122, 183630607, 188863538]
[112655291, 19209424, 128847631, 19268358, 187186439, 72096518, 111426943, 123592718, 1572973, 191228537, 153031969, 153191667, 239812330, 104832448]
[167539219, 192052900, 155852712, 211348323, 132577636, 86947648, 189765099, 220191342, 165952747, 21816608, 175668247, 184143919, 238191496, 96078030]
[213112826, 25516838, 152287638, 224047741, 246519967, 225391265, 242039224, 222130721, 22403823, 224897733, 127025415, 205924867, 140595039, 191644910]
[10106479, 190143267, 242876210, 227693737, 83850004, 193860083, 51257456, 132789665, 178502321, 205400794, 132014504, 27738930, 218309081, 248158085]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 17440460, 194581933, 1204733, 243302551, 68852030, 107990425, 20059609]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 124288747, 216923747, 33678361, 225152752, 72727550, 175575188, 128022600, 171273264]
[213112826, 25516838, 8960197, 80019682, 108974184, 238793631, 148390383, 107277515, 34424590, 34589735, 150063867, 89999936, 61542875, 165295195]
[108906837, 199773189, 71402764, 29015971, 82406962, 227606238, 134560117, 236846284, 69303412, 212055907, 49869933, 60971508, 142614081, 42034797]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 469009, 173795057, 211724642, 52817125, 123833878, 177579962, 108360858, 75786346]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 175338924, 9086470, 122957013, 61013206, 11249492, 145462996, 237884627]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 134487352, 50737853, 206837342, 174689257, 44203491, 165315961, 18915420]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 227460341, 170280266, 193334220, 220090270, 195146237, 127639578, 106946769]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 32769569, 53460759, 99153214, 210419381, 202685456, 28108147, 204462928]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 234618925, 184946354, 148430955, 46090494, 21998455, 121065889, 87827679]
[121690776, 115201947, 136745825, 178417372, 175589778, 225969016, 51501538, 75861659, 118384540, 10810185, 81466261, 180360599, 66514939, 95889610]
[205972194, 86177255, 137657541, 216106120, 180801689, 105694761, 228412029, 52095647, 193425095, 200470729, 152066295, 223246774, 69074524, 43010098]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 70368444, 5119394, 229370637, 73863287, 110438036, 99106924, 9095229, 226089192]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871, 6300396, 138341879, 160622208, 201050474, 27033099, 177237379]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 158137408, 185853241, 170928190, 46603042, 136657925, 110516675, 114865490, 136724640]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 111214862, 205069145, 140552480, 235835098, 62652787, 244735743, 44002371, 35641655]
[106261171, 44990710, 84180592, 220734106, 113510156, 161134324, 2526393, 10790489, 113814783, 141871640, 14439837, 208885575, 182746064, 131187869]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 122650058, 164579623, 139067854, 38505965, 149699722, 41421380, 171418430]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 46008822, 117809432, 63544899, 78551396, 88184831, 238611688, 13505810, 231448765]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 219613439, 12424445, 63491562, 4686019, 165627855, 42102911, 60147144]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582, 37400546, 22010658, 175723653, 19116975]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 200110544, 136885296, 154129886, 146287691, 776295, 104107892, 66964156, 220313834]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 200110544, 136885296, 154129886, 146287691, 776295, 207946886, 84796619, 111809381]
[205972194, 86177255, 137657541, 216106120, 180801689, 105694761, 228412029, 212389975, 147690530, 61674980, 15763114, 192483951, 55055962, 27444027]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 28180802, 114683389, 36925462, 16309807, 61506294, 211707348]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582, 37400546, 22010658, 209410562, 61508238]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 175338924, 89423951, 17189275, 70415347, 168936784, 206150144, 22362561]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437, 227354955, 41675615, 242640917, 13022247, 53287578, 117857676, 133628471]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 46540, 109271461, 245252377, 127208715, 86617636, 181064867, 203535292]
[108906837, 199773189, 71402764, 29015971, 82406962, 227606238, 134560117, 76594159, 202767560, 196513856, 181690222, 208205942, 163663842, 121699938]
[245186357, 104175749, 170891995, 212154307, 241205060, 104720484, 226653124, 224637245, 133588658, 21822976, 217348678, 223383569, 201889301, 39385624]
[10106479, 48368057, 101287106, 26137914, 37677254, 191925753, 239419304, 6984007, 198800959, 34389036, 186538973, 43461662, 174497405, 231440816]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 140069854, 15437177, 19956569, 10011032, 205833782, 36812555, 102022067]
[54792871, 223562163, 178724447, 99504548, 56784500, 130892133, 146003756, 39470416, 186200241, 121854939, 167800067, 219386434, 132846021, 151448325]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 229121187, 110537453, 100354476, 2074861, 216829447, 183157710, 123080232, 91329144]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 122650058, 164579623, 4903799, 133815119, 123429635, 165390188, 237041722]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 7582571, 187773335, 53159555, 13977807, 93009515, 78743139, 139707430, 230423487]
[245186357, 104175749, 170891995, 212154307, 48930371, 183766873, 150942020, 246189687, 238275414, 168984216, 129191723, 198975338, 127121971, 80510709]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 155154667, 80175245, 190962015, 229122386, 82904906, 82051235]
[245186357, 104175749, 170891995, 212154307, 241205060, 93308425, 68617477, 41164939, 42741202, 203146641, 44885625, 172345245, 92472979, 76522753]
