[239554898, 102907710, 132452821]
[10379212, 12391743, 5269103, 90783180, 145570068, 82750846, 208156593]
[82212583, 193617759, 234025706, 196862795, 8436367, 66950703, 47274873]
[82212583, 193617759, 234025706, 196862795, 212726760, 246476450, 114256643]
[49986552, 151382489, 227281599, 232839476, 136360256, 82488481, 190938545]
[239554898, 102907710, 132452821, 124460660, 126077318, 106213186, 35829210]
[32676012, 195138918, 93193866, 17829718, 188256222, 57226360, 216245407]
[211316160, 37095821, 218824995, 195689234, 39263495, 46554802, 137145010]
[112655291, 19209424, 128847631, 19268358, 29785061, 166717481, 126797494]
[54792871, 223562163, 178724447, 154157943, 58075540, 192192291, 213530981]
[18782487, 180228062, 32306155, 8891987, 156471202, 106129703, 194685288]
[82205394, 222031531, 97617751, 152489962, 130177036, 100827609, 68459514]
[85998254, 248045083, 23181581, 218408862, 58989531, 113248187, 181877091]
[148907630, 143141347, 51124938, 61812059, 158106868, 224098540, 129702038]
[112655291, 19209424, 208223836, 174956768, 144403211, 157659146, 163605296]
[121690776, 115201947, 136745825, 178417372, 76493427, 231145039, 221590709]
[208401552, 123724305, 159653775, 168513786, 123512653, 81040530, 239695370]
[112655291, 19209424, 128847631, 39081452, 152362368, 77890002, 134353624]
[240973929, 83097505, 11728468, 155886915, 94389995, 44767165, 168745359]
[111584673, 59739155, 89808464, 161531445, 244706660, 240730820, 220873179]
[211510271, 46724623, 74610054, 134915134, 156470568, 115176541, 118052147]
[76710225, 167739046, 165438592, 16815147, 19314675, 106889312, 59142367]
[112655291, 19209424, 128847631, 12084842, 11406550, 155592097, 94597563]
[245186357, 33815929, 103613504, 131702159, 184089050, 67876529, 232602325]
[151970870, 105653424, 194192038, 88878768, 100568617, 103451218, 246772564]
[18782487, 180228062, 32306155, 99137953, 31715291, 14009646, 235321775]
[234718713, 240378660, 90348032, 210526919, 137396873, 163999092, 219939557]
[169367494, 62025314, 17623635, 73212051, 123572982, 212727203, 170787697]
[177119877, 214819640, 128621318, 58882810, 43671752, 226531916, 34969733]
[243854923, 131996813, 143905498, 72933, 19201883, 1467041, 81676560]
[10379212, 12391743, 5269103, 90783180, 145570068, 151032292, 219000068]
[141361673, 190697245, 163142798, 177099734, 231929783, 167202517, 2394997]
[112655291, 19209424, 201033010, 27220, 95715072, 85263604, 124680803]
[202934950, 176470526, 50794561, 34325429, 31899761, 242473594, 159169856]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 127990451]
[108906837, 199773189, 190953520, 63193029, 178919610, 126593555, 175917462]
[169367494, 62025314, 17623635, 73212051, 123572982, 39831309, 170427306]
[211510271, 200640855, 93455200, 205246799, 56875726, 159789450, 191655859]
[205972194, 86177255, 137657541, 146101519, 181996145, 84057407, 105627311]
[10379212, 12391743, 5269103, 90783180, 145570068, 194897869, 98003171]
[150812197, 207907728, 45493282, 10744960, 214953366, 90328134, 34626972]
[106335033, 130372207, 30533253, 81286519, 118646158, 90127849, 39168149]
[72760936, 3767875, 33619245, 132662969, 17340775, 176750230, 227153859]
[82212583, 193617759, 234025706, 141485732, 2507358, 151560541, 12339265]
[152760441, 41836273, 30896378, 246166940, 18498696, 53070115, 201530422]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437]
[10379212, 12391743, 5269103, 90783180, 151727139, 36632215, 182886728]
[205972194, 86177255, 137657541, 216106120, 120372757, 127844464, 97741467]
[245186357, 33815929, 103613504, 131702159, 170908501, 121812523, 36665969]
[204923669, 199255267, 95578888, 43774873, 32424255, 131348302, 187133366]
[108906837, 199773189, 190953520, 63193029, 88155766, 623428, 119764999]
[10106479, 70087705, 47329919, 126566423, 158179018, 72330446, 17761512]
[102428331, 177733082, 77412540, 237012136, 96887188, 93105521, 236670091]
[117485685, 71142349, 113275482, 238605918, 19437666, 94447896, 200536401]
[32676012, 195138918, 93193866, 32903994, 220167527, 19047826, 15924349]
[74329510, 124765354, 49009538, 121122981, 200777138, 84966317, 164660846]
[108906837, 199773189, 71402764, 29015971, 65500133, 138421052, 175864183]
[108906837, 199773189, 190953520, 63193029, 178919610, 126593555, 186588334]
[24231581, 15527440, 143956946, 50145329, 193164284, 163050343, 206194990]
[13886713, 59039261, 150932566, 204581916, 189702929, 149408686, 26362200]
[169313277, 113857410, 166293217, 24716354, 21977717, 141757920, 56290835]
[28939697, 123364048, 231894319, 154778647, 193962753, 93622992, 176234537]
[117485685, 71142349, 113275482, 238605918, 48984231, 63248962, 95113326]
[112655291, 19209424, 232522597, 80081881, 225939505, 155901007, 67417388]
[205972194, 86177255, 137657541, 146101519, 155170494, 105067202, 113510149]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 26723983]
[121690776, 115201947, 136745825, 178417372, 175589778, 145455047, 165280573]
[60417925, 96970598, 101872559, 31207063, 167968012, 222319566, 175669251]
[18782487, 180228062, 32306155, 99137953, 31715291, 14009646, 121013121]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 115884107]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 193157004]
[18782487, 180228062, 32306155, 99137953, 31715291, 14009646, 117634964]
[104573498, 192955018, 133710613, 172965008, 169947045, 123941485, 248627429]
[32676012, 195138918, 178653906, 248285279, 227104177, 68561784, 33811519]
[240973929, 83097505, 160378007, 159329744, 42820840, 159858092, 52706945]
[18782487, 180228062, 32306155, 8891987, 156471202, 106129703, 137728612]
[49431804, 246457812, 177362205, 102622165, 208510025, 71648331, 137283276]
[205972194, 86177255, 137657541, 146101519, 181996145, 84057407, 132821369]
[150812197, 207907728, 45493282, 168636907, 34044645, 69425995, 106083782]
[227085835, 146934373, 148571485, 58985340, 240424890, 197608660, 42897645]
[149835576, 242201754, 54858429, 191509134, 24641710, 130094726, 215533880]
[96343362, 100486110, 213236602, 24901115, 78767254, 145490069, 87275866]
[82205394, 222031531, 97617751, 152489962, 38611086, 193084671, 171836337]
[112655291, 19209424, 128847631, 19268358, 187186439, 72096518, 180112672]
[211510271, 40815467, 12295450, 74057130, 91055803, 104232281, 81493873]
[60417925, 238812475, 151843815, 209211225, 157380284, 155860144, 148220084]
[54792871, 223562163, 178724447, 99504548, 56784500, 34654453, 163851888]
[213112826, 25516838, 8960197, 80019682, 108974184, 179558461, 109864197]
[219868898, 21390277, 239043661, 155644933, 41682843, 159880445, 124173233]
[139407978, 28655380, 221952859, 128925738, 170695932, 177876861, 50767068]
[10106479, 190143267, 31611117, 94571194, 53877424, 22359978, 161140957]
[233481409, 223580591, 100428466, 57734446, 50678619, 190500748, 200647313]
[211316160, 37095821, 124213554, 23529484, 233206073, 165049695, 53697619]
[239554898, 105465088, 218365829, 203396497, 3343743, 195572807, 64322782]
[188932858, 115146698, 234256803, 209034558, 68471112, 9428764, 18493154]
[112655291, 19209424, 208223836, 174956768, 144403211, 157659146, 210182775]
[218542507, 27686776, 57877320, 136539700, 168013181, 129279357, 170421585]
[205226715, 161852671, 153828978, 10844735, 75121201, 106353800, 196614915]
[188932858, 115146698, 234256803, 182262024, 203843786, 19415400, 110715193]
[204923669, 76676678, 234138976, 147969585, 248337934, 8584055, 85516340]
[121690776, 115201947, 136745825, 178417372, 175589778, 145455047, 190046987]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 98699835]
[141361673, 162202163, 126094098, 64413723, 124389587, 243401935, 190096221]
[112655291, 19209424, 128847631, 19268358, 187186439, 208178336, 237550401]
[13886713, 59039261, 150932566, 204581916, 189702929, 149408686, 15796746]
[18782487, 180228062, 32306155, 177047075, 39094160, 121201101, 242305480]
[149835576, 242201754, 54858429, 191509134, 142982127, 229375765, 58125857]
[181938804, 163199325, 7112223, 218629837, 237553997, 78869484, 41704211]
[28939697, 83720688, 206122823, 229232565, 190821053, 123352247, 123125195]
[174915493, 10216631, 201309610, 189355295, 143980387, 224316680, 102749079]
[49431804, 24092436, 92023561, 36526307, 201258008, 147443895, 156451427]
[104573498, 139736287, 57981276, 142212095, 82060625, 19510353, 81265812]
[181938804, 60690532, 76340025, 20984795, 32429535, 61556459, 214149817]
[139407978, 92142634, 167501510, 149029214, 75016614, 21263124, 199216541]
[139407978, 206633498, 130022095, 143396415, 120793968, 101424519]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 195360006]
[121975721, 107116936, 187684362, 169910788, 58989838, 225001590, 83858288]
[188932858, 115146698, 234256803, 209034558, 68471112, 9428764, 6798349]
[205972194, 61946850, 217597649, 241053092, 207493512, 204277405, 116652809]
[121975721, 107116936, 187684362, 218837295, 202837713, 36986195, 178169448]
[211510271, 200640855, 93455200, 97370272, 140706900, 37659594, 25631146]
[141361673, 162202163, 126094098, 3400892, 211723192, 25799309, 93543206]
[112655291, 19209424, 128847631, 19268358, 29785061, 166717481, 30349129]
[169367494, 62025314, 13036604, 199563353, 13888649, 190646143, 135473050]
[112655291, 19209424, 78637201, 3582407, 43920116, 14868510, 77821054]
[195122300, 8092110, 93657706, 99431903, 112789195, 115933128, 211893704]
[205972194, 61946850, 32802042, 172129796, 159489605, 37610409, 71566823]
[211510271, 200640855, 93455200, 97370272, 123426262, 116260428, 47715466]
[205226715, 161852671, 133516433, 63536486, 139035748, 83852667, 26384853]
[188932858, 115146698, 241612689, 48687661, 200339298, 222726110, 216929863]
[74329510, 39112394, 143983921, 14633437, 31883744, 64678772, 244112992]
[233262282, 231812234, 70075742, 146347049, 69813225, 46762536, 187861550]
[18782487, 180228062, 32306155, 8891987, 156471202, 106129703, 127097736]
[108906837, 199773189, 71402764, 29015971, 230094117, 13369702, 127800940]
[106261171, 126184161, 170418784, 140105318, 233056587, 179814890, 24419144]
[205972194, 86177255, 137657541, 216106120, 120372757, 139542613, 154738389]
[108906837, 199773189, 190953520, 63193029, 88602948, 93756818, 246255938]
[211510271, 40815467, 12295450, 74057130, 91055803, 206864920, 198741236]
[28939697, 123364048, 231894319, 154778647, 193962753, 93622992, 26737603]
[211316160, 37095821, 124213554, 23529484, 103078346, 239116652, 88414103]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 129152512]
[139255779, 117323211, 86191772, 75266315, 45641319, 199058664, 22238586]
[211316160, 37095821, 218824995, 2668282, 741655, 14291320, 179155912]
[106261171, 44990710, 84180592, 220734106, 113510156, 161134324, 43248693]
[211510271, 46724623, 192930472, 208270295, 81120636, 20549497, 240423793]
[121690776, 115201947, 198483596, 96886240, 113572347, 243844770, 157070187]
[20195691, 76067494, 114991732, 206735211, 231887379, 171433935, 25709168]
[245186357, 33815929, 81317813, 149728072, 110885945, 184034734, 180957474]
[239554898, 105465088, 218365829, 203396497, 3343743, 180972551, 128769057]
[169313277, 113857410, 166293217, 24716354, 21977717, 141757920, 106343363]
[169313277, 46027908, 89275938, 192993033, 176458064, 207166894, 230806644]
