[23352730, 119400816, 86172609, 205958532]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 95966559, 48071135]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 102747470, 150155515]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 189383238, 126387516]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 16391386, 156174811]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 189383238, 234254241]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 243522792, 61209516]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 44925991, 71325924]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 243522792, 150971290]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 10884676, 37924166]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 189383238, 192457407]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 768623, 173739268]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 102747470, 73462768]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 75874730]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 16391386, 126885546]
[23352730, 119400816, 86172609, 205958532, 180147575]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 189383238, 72519086]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 95966559, 139860047]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 89239365]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 95966559, 67704489]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 102747470, 17310737]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 10884676, 107920800]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 189383238, 209299832]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 95966559, 137929889]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 16391386, 26099568]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 44925991, 30638574]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 90832813]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 102747470, 46191813]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 768623, 213917659]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 102747470, 12465112]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 44925991, 220939428]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 95966559, 89517641]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 189383238, 74726603]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 10884676, 148123655]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 768623, 105160224]
