[23352730, 119400816, 86172609, 205958532]
[23352730, 119400816, 86172609, 205958532, 214249257]
[23352730, 119400816, 86172609, 205958532, 190374099, 217049812]
[23352730, 119400816, 86172609, 205958532, 94176201]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 72881985]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 7416697]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 224303103]
[23352730, 119400816, 86172609, 205958532, 7527284]
[23352730, 119400816, 86172609, 205958532, 12689819, 178745333]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 76292808]
[23352730, 119400816, 86172609, 205958532, 22084077]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 29994257]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 42392984]
[23352730, 119400816, 86172609, 205958532, 231696524, 213218453]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 26456485]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 32107126]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 100107411]
[23352730, 119400816, 86172609, 205958532, 12689819, 132151243]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 25154956]
[23352730, 119400816, 86172609, 205958532, 231696524, 7014150]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 216204819]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 247481084]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 199749804]
[23352730, 119400816, 86172609, 205958532, 65375665]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 72756809]
[23352730, 119400816, 86172609, 205958532, 231696524, 154215375]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 224706615]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 116344374]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 97288764]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 146941838]
[23352730, 119400816, 86172609, 205958532, 190374099, 225648552]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 81242412]
[23352730, 119400816, 86172609, 205958532, 12689819, 151134733]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 118037322]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 149979251]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 60245603]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 25928975]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 209393984]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 211818394]
[23352730, 119400816, 86172609, 205958532, 190374099, 130527205]
[23352730, 119400816, 86172609, 205958532, 209712090]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 27531047]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 242093150]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 116855336]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 40547819]
[23352730, 119400816, 86172609, 205958532, 190374099, 180977898]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 32838569]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 99399951]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 162695265]
[23352730, 119400816, 86172609, 205958532, 231696524, 154987779]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 47116245]
