[206045465, 237134557, 98501963, 193035196, 217614723, 95824616]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 209730316]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 135035132]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 129685602]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 108249287, 198493344]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 108249287, 164935630]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 139308848]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 108249287, 169856571]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 178326826]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 112753504, 64854378]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 246767774]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 112753504, 66257660]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 221496308]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 112753504, 220487191]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 96302111]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 172996431]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 112753504, 215847429]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 83819592]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 57487401]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 62346768]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 28465042]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 230229413]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 106160445]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 67027464]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 63735225]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 50311037]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 133373305, 41191000]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 211337077]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 133757822]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 153675040]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 23403117]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 218305964]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 108249287, 44081468]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 203477475]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 110286014]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 148696517]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 123795234]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 102311660, 199760307]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 240120313]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 204657767]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 4816223]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 133373305, 243337107]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 51345572]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 81088809]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 128070510]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 132689546]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 231497102]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 108249287, 159053804]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 118373409]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 108249287, 180047571]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 133373305, 160446542]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 45491556]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 21046821]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 48635874]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 105812542]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 111102091]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 112753504, 115127246]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 245143182]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 28394608]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 133373305, 164882612]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 115442706]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 222211553]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 178691843]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 145939665]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 13643067]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 114983382]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 112753504, 248933786]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 112753504, 237807329]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 108249287, 3370516]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 158153291]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 108249287, 225450858]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 48858112]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 202568864]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 183848630]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 224162536]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 108249287, 208703010]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 247648990]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 225697135]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 245923333]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 152392470]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 200859114]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 148281618]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 97799864]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 85683687]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 117337788]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 102311660, 161664248]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 142866009]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 107269190]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 35960781]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 102311660, 77809408]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 11841789]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 85767673]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 240535249]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 45557363]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 87856066]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 108249287, 30286931]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 229168991]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 159861168]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 142499436]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 133373305, 223085478]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 21160589]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 78105241]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 35002861]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 133373305, 167878907]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 110708941]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 93444590]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 106286130]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 102311660, 118811864]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 112753504, 209348003]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 237534628]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 144931972]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 221206161]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 133373305, 216265034]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 202295948]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 147017174]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 108249287, 40178528]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 179614531]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 133373305, 97256350]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 27526269]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 108249287, 42665946]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 758010]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 46747188]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 404129]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 112753504, 219495321]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 207127240]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 159089327]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 234537086]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 107892745]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 133373305, 212080552]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 18315724]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 220955968]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 58964223]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 102311660, 199926007]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 166478302]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 144351460]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 30336538]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 102311660, 140708886]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 69066357]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 133373305, 34186500]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 216036462]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 210829202]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 117419295]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 136933203]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 168613231]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 34906298]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 245120768]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 131161554]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 157961951]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 112753504, 37992044]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 108249287, 208096018]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 108249287, 78539889]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 102311660, 217784790]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 203623707]
