[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582]
[106261171, 44990710, 84180592, 123440078, 138510609, 86977167, 105846508, 90464343, 138945373, 88496621]
[239554898, 102907710, 132452821, 243389068, 172961109, 101671279, 7693506, 59870040, 161244230, 92899910]
[27154418, 2070364, 154566045, 21988525, 243869587, 149193960, 58561230, 74659683, 80913125, 72420617]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 102020750, 3459523, 16623465]
[167539219, 192052900, 155852712, 6691973, 116591697, 207509037, 247521603, 11752218, 194867061, 235624237]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 107438884]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 67591637]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 134487352, 50737853, 206837342]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 130038044, 101597625, 72415734, 29057384]
[205972194, 86177255, 137657541, 146101519, 155170494, 56151626, 128923372, 30103136, 133192022, 126471664]
[121690776, 115201947, 67731008, 121337576, 223274438, 183726923, 25320061, 156975215, 198952966, 74359987]
[148907630, 143141347, 51124938, 61812059, 158106868, 224098540, 233228706, 19953357, 239693843, 235729935]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 47938141, 114341120, 184322092, 56555034]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 188570605, 34603281, 162429541, 129640584]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 33142929, 208114007, 204909728, 216468583]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 91394014, 154411516, 17782862, 27326230]
[121690776, 115201947, 67731008, 121337576, 223274438, 183726923, 25320061, 156975215, 141590880, 192725043]
[205226715, 6410317, 167501455, 99904677, 213606123, 148198604, 49023655, 59370178, 42624399, 191734080]
[148907630, 162242982, 4035282, 227575711, 159163809, 150229755, 70161999, 44954580, 20351182, 146834024]
[139407978, 92142634, 167501510, 243494623, 150667653, 182747962, 223775285, 201648932, 13794699, 3971823]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 38381508, 38663895, 227842205]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 16080446, 219879657, 192881077]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 46593768, 53213570, 191409031, 166304470]
[121975721, 42062284, 93893883, 4420759, 46004189, 144780964, 248183294, 189228689, 200557059, 197291167]
[116640107, 175919948, 230396891, 219625776, 144804450, 165707799, 74741956, 20124311, 32801137, 117088432]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 50167369, 8948516, 119316161]
[54792871, 223562163, 178724447, 99504548, 56784500, 130892133, 146003756, 39470416, 17089697, 222469623]
[231488027, 32101784, 127865537, 154034083, 68103002, 244309041, 202762300, 11332827, 228508792, 91693920]
[22619776, 15424767, 102941135, 61285663, 96312587, 111443785, 183774674, 126124716, 186140282, 79003406]
[239554898, 102907710, 132452821, 124460660, 126077318, 58415226, 87739953, 183416293, 16296426, 189946608]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 217174569, 117536569, 215119914]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 58611580, 174704100, 92737481]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 46593768, 53213570, 199735210, 70765214]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 155154667, 80175245]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 175338924, 42237979, 52664619]
