[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 188570605, 34603281, 147784846, 171026849, 210420943, 203661502]
[121690776, 115201947, 67731008, 121337576, 223274438, 183726923, 25320061, 156975215, 198952966, 74359987, 151951767, 38117440]
[211510271, 200640855, 93455200, 97370272, 140706900, 37659594, 143885862, 38230859, 144805320, 93594100, 2011283, 10705570]
[233481409, 223580591, 100428466, 57734446, 50678619, 190500748, 144487570, 72548255, 232398159, 229162618, 111322346, 76680648]
[121690776, 115201947, 136745825, 178417372, 76493427, 65754466, 129370602, 4726271, 141112471, 126392784, 22951798, 28184336]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 187503507, 160309160, 20323305, 226696395, 145005331]
[82212583, 193617759, 234025706, 141485732, 2507358, 21408970, 132033356, 85479202, 149002903, 74931966, 24809257, 195061161]
[213112826, 25516838, 152287638, 51081692, 208711471, 1648887, 101765623, 247578697, 238950461, 27017077, 84526963, 17826580]
[106261171, 44990710, 84180592, 123440078, 138510609, 109030444, 105139986, 214779171, 96199227, 105401216, 143621784, 105464718]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 158137408, 185853241, 170928190, 169959800, 99011462, 166176582]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 5434914, 172837622, 191254324, 164656799, 111863107, 54582701]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 171007615, 108792446, 243791753, 82993211, 119630103, 213107569]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 124288747, 216923747, 144776556, 118425711, 244831318, 159157329]
[205972194, 86177255, 137657541, 216106120, 120372757, 36816577, 8429449, 111589256, 202811160, 131006106, 4201463, 173370670]
[204318514, 96260484, 124198569, 210335078, 110994899, 140183186, 228894695, 156400005, 208514416, 110160815, 165562077, 167145152]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 50983616, 1575985, 79520642, 19147441, 214153390]
[245186357, 104175749, 170891995, 212154307, 48930371, 183766873, 150942020, 246189687, 109299499, 49459809, 179106203, 220243771]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 160766490, 135833191, 8449435, 83945746, 64454935]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 217174569, 208798388, 237548012, 89709654, 56085814]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 70956795, 135345446, 36718656, 143310825, 234139407]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 469009, 173795057, 211724642, 52817125, 56567394, 225739045]
[96343362, 100486110, 213236602, 24901115, 78767254, 145490069, 2034489, 49062552, 26778517, 219389036, 18404832, 239597222]
[139255779, 117323211, 86191772, 224651056, 132371457, 206053611, 134787231, 64857147, 41598714, 173555840, 120119396, 102782826]
[204318514, 96260484, 124198569, 210335078, 110994899, 140183186, 228894695, 156400005, 97426870, 135323817, 243099836, 207481743]
[239554898, 102907710, 132452821, 124460660, 126077318, 58415226, 87739953, 183416293, 16296426, 93555338, 23699573, 27251475]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 74567286, 148320045, 243922797, 114468531, 106511954]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 129047552, 130734272, 60364209, 118309588, 79064860]
[150812197, 207907728, 45493282, 10744960, 70592574, 85420583, 79985699, 11582301, 2421460, 36124941, 242969219, 166087770]
