[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582, 190085332, 164773031, 171399027, 2630078, 176702601, 93686253, 76095667, 200382773, 69601312, 175911248, 207164713, 200274814, 119389193, 109694012, 89632583, 19852658, 116798184, 247271902, 60537533, 127421189, 2097438, 145469178, 116387281, 43923957, 69013729, 44964277, 230663782, 154198767, 71340761, 131974003, 51647534, 240576596, 100242154, 33826003, 246436951, 74988011, 228358751, 83415486, 177693677, 16008239, 19952679, 237405164]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582, 190085332, 164773031, 171399027, 2630078, 176702601, 93686253, 76095667, 200382773, 69601312, 175911248, 207164713, 200274814, 76037612, 59256456, 85403614, 245682959, 188503021, 42693002, 182306255, 124802595, 68253527, 106656666, 113680198, 216151345, 145379360, 210265685, 11864995, 28246340, 160234225, 57807095, 98635395, 72515607, 154401302, 115105836, 122063070, 172836820, 78177743, 236678513, 206261478, 185651350, 59946015, 5703900, 77957013, 194888997, 101165710, 91706165, 222732297, 102433046, 168788212]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582, 37400546, 22010658, 175723653, 165222218, 73768585, 222361649, 122267290, 183229434, 110253602, 236404051, 84153860, 126893068, 26600584, 13761399, 219667882, 217646206, 241830177, 9876773, 529557, 31049115, 177676138, 69558821, 243714980, 122743854, 104370347, 60772675, 122493426, 211212441, 149350011, 211069445, 85117134, 25829249, 244496752, 13252980, 144937741, 44933317, 17157855, 127626787, 149815353, 159171102, 83123521, 181949857, 154301505, 174566674, 178318877, 16011550, 234894765, 26949493, 50947360, 160490849]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582, 190085332, 164773031, 171399027, 2630078, 176702601, 93686253, 76095667, 200382773, 69601312, 175911248, 207164713, 200274814, 76037612, 59256456, 85403614, 245682959, 188503021, 42693002, 182306255, 124802595, 68253527, 106656666, 113680198, 216151345, 145379360, 210265685, 11864995, 28246340, 160234225, 57807095, 98635395, 72515607, 154401302, 115105836, 122063070, 172836820, 40385504, 235618298, 122194998, 236790183, 43648760, 59719271, 57730143, 173092085, 181013891, 39126022, 94390613, 25725715, 197035907]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582, 190085332, 164773031, 171399027, 2630078, 176702601, 93686253, 76095667, 200382773, 69601312, 175911248, 207164713, 200274814, 119389193, 109694012, 89632583, 19852658, 116798184, 247271902, 60537533, 127421189, 2097438, 145469178, 116387281, 43923957, 69013729, 44964277, 230663782, 154198767, 71340761, 131974003, 51647534, 240576596, 100242154, 33826003, 246436951, 74988011, 196102744, 63656418, 224173003, 78934721, 22715243, 158440444, 144728316, 67816573, 102989613, 12414566, 207093005, 153848288, 163406616]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582, 190085332, 164773031, 171399027, 2630078, 176702601, 93686253, 76095667, 200382773, 69601312, 175911248, 207164713, 200274814, 76037612, 59256456, 85403614, 245682959, 188503021, 42693002, 182306255, 124802595, 102073290, 85612618, 35020592, 79298385, 76231853, 25530468, 142089486, 109575249, 17114046, 139194254, 157206564, 183052496, 209056605, 86882171, 229891678, 172773577, 123652417, 12113067, 135237187, 164177378, 159213240, 139099059, 198883652, 192067421, 61904401, 22174035, 153636137, 130314237, 47485517]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582, 179583561, 183582464, 211960534, 124630244, 128810785, 85067538, 189592025, 31411566, 189418346, 62392759, 17710884, 75618620, 72581427, 161516741, 177163520, 192555481, 137850791, 32797391, 12946941, 30354386, 115585561, 146640743, 19502380, 214421533, 245240809, 26095535, 112668290, 228040710, 194559284, 139574329, 49174289, 157723922, 220988907, 109514272, 182557855, 152960653, 177420171, 71087220, 184936207, 133159820, 98318962, 169878353, 245170237, 101724130, 85048235, 53290454, 133207059]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582, 190085332, 164773031, 171399027, 2630078, 176702601, 93686253, 76095667, 200382773, 69601312, 175911248, 207164713, 200274814, 76037612, 59256456, 85403614, 245682959, 188503021, 42693002, 182306255, 124802595, 57843156, 131505047, 123680977, 37296608, 41845680, 130612116, 213517861, 97124952, 179799870, 129308532, 165207621, 148725747, 4003360, 182423042, 174237591, 106461321, 64224301, 120703846, 20977041, 65143158, 106300517, 215260085, 172222911, 177640680, 200254467, 139642176, 128054188, 33530553, 211289061]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582, 190085332, 164773031, 171399027, 2630078, 176702601, 93686253, 76095667, 200382773, 69601312, 175911248, 207164713, 200274814, 76037612, 59256456, 85403614, 245682959, 188503021, 42693002, 182306255, 124802595, 68253527, 106656666, 113680198, 216151345, 145379360, 210265685, 11864995, 28246340, 160234225, 57807095, 98635395, 72515607, 154401302, 115105836, 122063070, 172836820, 78177743, 72580922, 174085838, 40145440, 72362473, 20323372, 185144349, 17194163, 46252642, 176085807, 207148721, 116747321, 71252642]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582, 37400546, 22010658, 175723653, 165222218, 73768585, 222361649, 122267290, 183229434, 110253602, 236404051, 84153860, 126893068, 26600584, 13761399, 219667882, 217646206, 241830177, 9876773, 529557, 31049115, 109810336, 169450463, 76680036, 92856325, 116327741, 227978399, 231992011, 55552168, 208045608, 132851016, 51725457, 89901721, 188468580, 168006032, 155491252, 36058768, 24761748, 237059335, 168864260, 196134994, 248133298, 134752046, 47963298, 199875541, 99953378, 87128253, 31513640, 16926384, 126037710, 201481564]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582, 190085332, 164773031, 171399027, 2630078, 176702601, 93686253, 76095667, 200382773, 69601312, 175911248, 207164713, 200274814, 76037612, 59256456, 85403614, 245682959, 188503021, 42693002, 182306255, 124802595, 102073290, 85612618, 35020592, 129626152, 102148091, 6901026, 78726648, 244431321, 192262354, 167038464, 19025430, 42311183, 122067229, 20247178, 75158820, 196472600, 194282710, 108013667, 115146858, 38062450, 236478224, 247826834, 156197770, 121450609, 150375403, 86838628, 169272238, 62123835, 159064858]
