[23352730]
[92371730, 121821384]
[162627064, 219716438]
[66607198, 133060223]
[18944405, 29779761]
[44696928, 214503764]
[23352730, 7897753]
[162627064, 32209806]
[139546810, 162271672]
[66607198, 147417902]
[139546810, 75683807]
[18944405, 156685023]
[44696928, 138026720]
[44696928, 84360410]
[92371730, 176825445]
[66607198, 169545907]
[92371730, 218475318]
[105174577, 97946974]
[44696928, 155943273]
[162627064, 178395145]
[53679069, 41535608]
[53679069, 200255520]
[44696928, 227098630]
[139546810, 232726957]
[226449301, 228508427]
[18944405, 119408993]
[18944405, 207025930]
[92371730, 132302991]
[23352730, 244920749]
[44696928, 239032280]
[226449301, 138249740]
[66607198, 67340563]
[226449301, 49533284]
[139546810, 175873082]
[66607198, 111851892]
[53679069, 138270656]
[66607198, 150438428]
[44696928, 201438302]
[226449301, 248514929]
[162627064, 39511834]
[92371730, 44148824]
[92371730, 35384400]
[18944405, 48833935]
[66607198, 200725438]
[162627064, 160891417]
[226449301, 11966667]
[23352730, 37913236]
[92371730, 75681825]
[66607198, 174688130]
[226449301, 163829265]
[66607198, 131344056]
[66607198, 34728675]
[226449301, 115917405]
[226449301, 129814030]
[66607198, 213871329]
[139546810, 245207031]
[53679069, 83234143]
[53679069, 92682931]
[18944405, 31991735]
[92371730, 71494560]
[53679069, 194502569]
[44696928, 108601299]
[226449301, 245555092]
[162627064, 186902182]
[92371730, 158734180]
[44696928, 160973195]
[53679069, 125004588]
[162627064, 210001587]
[92371730, 88292860]
[162627064, 239402558]
[92371730, 146281955]
[92371730, 57133436]
[23352730, 68985724]
[23352730, 117722367]
[53679069, 84789771]
[66607198, 26699748]
[44696928, 79203653]
[53679069, 61441395]
[92371730, 69611585]
[18944405, 12547975]
[139546810, 74080614]
[66607198, 218917587]
[44696928, 73271472]
[44696928, 202578354]
[105174577, 7214210]
[44696928, 66735232]
[162627064, 51180730]
[66607198, 25078628]
[53679069, 167547133]
[53679069, 48254535]
[23352730, 165205654]
[226449301, 67571376]
[105174577, 194908881]
[66607198, 112530735]
[162627064, 241271599]
[53679069, 140515898]
[23352730, 6287554]
[66607198, 152499150]
[66607198, 112200181]
[53679069, 113682654]
[23352730, 159863079]
[18944405, 170007835]
[18944405, 45609752]
[162627064, 152317650]
[226449301, 160552464]
[139546810, 182550636]
[53679069, 176040221]
[44696928, 91298150]
[23352730, 56346274]
[44696928, 39676116]
[23352730, 219263073]
[92371730, 53481045]
[92371730, 70709799]
[18944405, 100337208]
[139546810, 42408591]
[66607198, 163781321]
[44696928, 42990968]
[105174577, 223184357]
[92371730, 169311664]
[162627064, 136060027]
[226449301, 201504166]
[23352730, 155249995]
[44696928, 120007490]
[53679069, 76738788]
[92371730, 157611603]
[23352730, 119400816]
[105174577, 20789251]
[139546810, 21022897]
[66607198, 176465164]
[162627064, 36072733]
[105174577, 148903393]
[66607198, 97713047]
[139546810, 123716999]
[92371730, 218912400]
[44696928, 131019606]
[18944405, 217956148]
[139546810, 61085279]
[92371730, 146603941]
[105174577, 231528043]
[44696928, 81836399]
[53679069, 83442474]
[162627064, 201926559]
[44696928, 170127546]
[66607198, 210549459]
[139546810, 126631307]
[66607198, 226554584]
[226449301, 36009864]
[226449301, 27306132]
[23352730, 39549842]
[226449301, 136645798]
[92371730, 52956411]
[226449301, 226760665]
[18944405, 1755126]
[105174577, 89045786]
[92371730, 173269681]
[162627064, 144809041]
[23352730, 46854829]
[66607198, 149700832]
[105174577, 148576648]
[18944405, 189963678]
[23352730, 148299099]
[162627064, 143528834]
[139546810, 154682822]
[66607198, 228786395]
[139546810, 225355623]
[226449301, 97252785]
[92371730, 4177383]
[18944405, 154890447]
[66607198, 109291442]
[139546810, 121273020]
[53679069, 83837524]
[23352730, 224345976]
[44696928, 198669538]
[105174577, 201090870]
[92371730, 144425874]
[23352730, 35960106]
[92371730, 155527334]
[44696928, 143036233]
[162627064, 162296435]
[18944405, 178610430]
[23352730, 504896]
[23352730, 237790601]
[92371730, 100455313]
[53679069, 205677992]
[23352730, 193535585]
[66607198, 15690587]
[139546810, 1573458]
[66607198, 39675451]
[53679069, 11092292]
[44696928, 33672067]
[92371730, 245086723]
[23352730, 6319249]
[226449301, 125467726]
[92371730, 128524838]
[53679069, 109887659]
[66607198, 229738864]
[44696928, 4056527]
[105174577, 235815134]
[92371730, 226655073]
[139546810, 204991037]
[66607198, 181083678]
[92371730, 222415686]
[92371730, 46595960]
[18944405, 245070663]
[53679069, 27311875]
[92371730, 52289796]
[226449301, 225893928]
[226449301, 140039118]
[53679069, 5100482]
[66607198, 234162877]
[23352730, 198724054]
[162627064, 149016718]
[18944405, 239339628]
[92371730, 140644315]
[66607198, 242283334]
[23352730, 79325002]
[44696928, 56355145]
[162627064, 190060142]
[105174577, 154551051]
[139546810, 144847156]
[162627064, 131237001]
[23352730, 39098619]
[44696928, 28591044]
[162627064, 59988780]
[226449301, 126828797]
[44696928, 59313509]
[105174577, 233910611]
[18944405, 203490510]
[105174577, 53211330]
