[23352730, 119400816, 86172609, 205958532]
[23352730, 119400816, 86172609, 182731818, 149759354, 26439074]
[23352730, 176157657, 145969510, 246293864, 7348356, 156754824]
[92371730, 165264122, 73616657, 64482174, 174541368, 34877079]
[23352730, 176157657, 145969510, 246293864, 7348356, 182896128]
[23352730, 176157657, 145969510, 219043633, 51510763, 127890746]
[23352730, 119400816, 86172609, 205958532, 148799701, 71102861]
[23352730, 176157657, 145969510, 246293864, 160909306, 19452870]
[23352730, 176157657, 145969510, 246293864, 160909306, 179444715]
[23352730, 79325002, 248242818, 128229141, 240243361, 135649478]
[23352730, 176157657, 145969510, 246293864, 201862725, 94501116]
[23352730, 79325002, 248242818, 128229141, 240243361, 208552149]
[23352730, 79325002, 248242818, 128229141, 240243361, 132067167]
[23352730, 119400816, 86172609, 182731818, 149759354, 19591852]
[23352730, 176157657, 145969510, 246293864, 7348356, 18640939]
[23352730, 176157657, 145969510, 246293864, 7348356, 147110739]
[23352730, 119400816, 86172609, 205958532, 148799701, 59055385]
[23352730, 119400816, 86172609, 205958532, 14685939]
[23352730, 119400816, 86172609, 182731818, 149759354, 201934785]
[23352730, 176157657, 145969510, 246293864, 104383446, 10986642]
[23352730, 176157657, 145969510, 246293864, 7348356, 142727962]
[23352730, 119400816, 86172609, 205958532, 26491873]
[23352730, 176157657, 145969510, 219043633, 51510763, 117338542]
[23352730, 119400816, 86172609, 182731818, 149759354, 206414906]
[23352730, 119400816, 86172609, 205958532, 148799701, 169387117]
[23352730, 176157657, 145969510, 246293864, 104383446, 234339997]
[23352730, 176157657, 145969510, 246293864, 104383446, 12489936]
[23352730, 119400816, 86172609, 205958532, 122991042]
[23352730, 119400816, 86172609, 205958532, 171118612]
[23352730, 119400816, 86172609, 205958532, 148799701, 159716940]
[92371730, 165264122, 73616657, 64482174, 174541368, 194697385]
[23352730, 176157657, 145969510, 219043633, 51510763, 138579192]
[92371730, 165264122, 73616657, 64482174, 174541368, 168016969]
[23352730, 176157657, 145969510, 246293864, 160909306, 182806261]
[23352730, 176157657, 145969510, 219043633, 51510763, 2376887]
[92371730, 165264122, 73616657, 64482174, 174541368, 94741225]
[92371730, 165264122, 73616657, 64482174, 174541368, 143187858]
[23352730, 119400816, 86172609, 205958532, 148799701, 86405418]
[23352730, 176157657, 145969510, 246293864, 104383446, 210280057]
[23352730, 176157657, 145969510, 246293864, 104383446, 213270448]
[23352730, 176157657, 145969510, 246293864, 160909306, 231184035]
[23352730, 176157657, 145969510, 246293864, 160909306, 243165034]
[23352730, 176157657, 145969510, 246293864, 104383446, 128385341]
[23352730, 79325002, 248242818, 128229141, 240243361, 33870503]
[23352730, 119400816, 86172609, 205958532, 26984061]
[23352730, 119400816, 86172609, 205958532, 38989698]
[23352730, 79325002, 248242818, 128229141, 240243361, 19900995]
[23352730, 79325002, 248242818, 128229141, 240243361, 106093693]
[23352730, 79325002, 248242818, 128229141, 240243361, 219499837]
[23352730, 176157657, 145969510, 246293864, 201862725, 41812721]
[23352730, 176157657, 145969510, 246293864, 104383446, 42274331]
[23352730, 176157657, 145969510, 246293864, 201862725, 120355363]
[23352730, 176157657, 145969510, 246293864, 201862725, 229953504]
[23352730, 176157657, 145969510, 246293864, 7348356, 74739264]
[23352730, 176157657, 145969510, 246293864, 160909306, 218756829]
[23352730, 119400816, 86172609, 182731818, 149759354, 152529099]
[23352730, 79325002, 248242818, 128229141, 240243361, 152140794]
[23352730, 176157657, 145969510, 246293864, 7348356, 13741788]
[23352730, 176157657, 145969510, 246293864, 104383446, 65985981]
[23352730, 119400816, 86172609, 205958532, 174412492]
[23352730, 176157657, 145969510, 246293864, 104383446, 167615423]
[23352730, 176157657, 145969510, 246293864, 7348356, 42189901]
[23352730, 176157657, 145969510, 246293864, 7348356, 58194316]
[23352730, 176157657, 145969510, 246293864, 104383446, 209283968]
[23352730, 79325002, 248242818, 128229141, 240243361, 222655346]
[23352730, 176157657, 145969510, 246293864, 104383446, 226703322]
[92371730, 165264122, 73616657, 64482174, 174541368, 166152941]
[23352730, 176157657, 145969510, 246293864, 7348356, 118663186]
[23352730, 176157657, 145969510, 246293864, 7348356, 104006178]
[23352730, 119400816, 86172609, 205958532, 206518395]
[23352730, 119400816, 86172609, 182731818, 149759354, 138081400]
[23352730, 176157657, 145969510, 246293864, 201862725, 210504925]
[23352730, 176157657, 145969510, 246293864, 104383446, 43478076]
[92371730, 165264122, 73616657, 64482174, 174541368, 48958574]
[23352730, 176157657, 145969510, 219043633, 51510763, 175247507]
[23352730, 176157657, 145969510, 246293864, 104383446, 112547750]
[23352730, 176157657, 145969510, 246293864, 7348356, 200540492]
[23352730, 119400816, 86172609, 205958532, 148799701, 222930298]
[23352730, 119400816, 86172609, 205958532, 148799701, 187133474]
[23352730, 119400816, 86172609, 182731818, 149759354, 63951206]
[23352730, 119400816, 86172609, 182731818, 149759354, 34126878]
[23352730, 119400816, 86172609, 205958532, 28709920]
[92371730, 165264122, 73616657, 64482174, 174541368, 6262380]
[92371730, 165264122, 73616657, 64482174, 174541368, 219775305]
[23352730, 176157657, 145969510, 246293864, 104383446, 214512634]
[23352730, 119400816, 86172609, 205958532, 150041882]
[23352730, 176157657, 145969510, 219043633, 51510763, 228734935]
[23352730, 176157657, 145969510, 246293864, 7348356, 43470156]
[23352730, 119400816, 86172609, 205958532, 148799701, 124120363]
[23352730, 176157657, 145969510, 246293864, 160909306, 104989979]
[23352730, 79325002, 248242818, 128229141, 240243361, 11582197]
[23352730, 176157657, 145969510, 246293864, 7348356, 81322860]
[23352730, 119400816, 86172609, 205958532, 137152983]
[23352730, 176157657, 145969510, 246293864, 160909306, 68114787]
[23352730, 119400816, 86172609, 182731818, 149759354, 158995997]
[23352730, 119400816, 86172609, 205958532, 132931985]
[23352730, 79325002, 248242818, 128229141, 240243361, 145579547]
[23352730, 79325002, 248242818, 128229141, 240243361, 201253593]
[92371730, 165264122, 73616657, 64482174, 174541368, 164780776]
[23352730, 176157657, 145969510, 219043633, 51510763, 247283081]
[23352730, 176157657, 145969510, 246293864, 7348356, 142947454]
[23352730, 119400816, 86172609, 205958532, 148799701, 17157941]
[23352730, 176157657, 145969510, 246293864, 104383446, 162285072]
[23352730, 176157657, 145969510, 246293864, 7348356, 207164600]
[23352730, 119400816, 86172609, 205958532, 42733580]
[23352730, 119400816, 86172609, 205958532, 148799701, 102962318]
[23352730, 79325002, 248242818, 128229141, 240243361, 188420729]
[23352730, 176157657, 145969510, 246293864, 160909306, 178746297]
[23352730, 79325002, 248242818, 128229141, 240243361, 131453270]
[23352730, 176157657, 145969510, 246293864, 7348356, 146838837]
[23352730, 176157657, 145969510, 246293864, 104383446, 112198536]
[92371730, 165264122, 73616657, 64482174, 174541368, 248234827]
